Timestamp,Buy_Price,Sell_Price
177427323.1904,109999996.2,91238937.4
177427325.1904,109999996.2,91238937.4
177427327.1904,109999996.2,91238937.4
177427329.1904,109999996.2,91238937.4
177427331.1904,109999996.2,91238937.4
177427333.1904,109999996.2,91238937.4
177427335.1904,109999996.2,91238937.4
177427337.1904,109999996.2,91238937.30000001
177427339.1904,109999996.2,91238937.30000001
177427341.1904,109999996.2,91238937.30000001
177427343.1904,109999996.2,91238937.30000001
177427345.1904,109999996.2,91238937.30000001
177427347.1904,109999996.2,91238937.4
177427349.1904,109999996.2,91238937.4
177427351.1904,109999996.2,91238937.4
177427353.1904,109999996.2,91238937.4
177427355.1904,109999996.2,91238937.4
177427357.1904,109999996.2,91238937.4
177427359.1904,109999996.2,91238937.4
177427361.1904,109999996.2,91238937.4
177427363.1904,109999996.2,91238937.4
177427365.1904,109999996.2,91238937.4
177427367.1904,109999996.2,91238937.4
177427369.1904,109999996.2,91238937.4
177427371.1904,109999996.2,91238937.4
177427373.1904,109999996.2,91238937.4
177427375.1904,109999996.2,91238937.4
177427377.1904,109999996.2,91238937.4
177427379.1904,109999996.2,91238937.4
177427381.1904,109999996.2,91238937.4
177427383.1904,109999996.2,91238937.4
177427385.1904,109999996.2,91238937.4
177427387.1904,109999996.2,91238937.4
177427389.1904,109999996.2,91238937.4
177427391.1904,109999996.2,91238937.4
177427393.1904,109999996.2,91238937.4
177427395.1904,109999996.2,91238937.4
177427397.1904,109999996.2,91238937.4
177427399.1904,109999996.2,91238937.4
177427401.1904,109999996.2,91238937.4
177427403.1904,109999996.2,91238937.4
177427405.1904,109999996.2,91238937.4
177427407.1904,109999996.2,91238937.4
177427409.1904,109999996.2,91238937.4
177427411.1904,109999996.2,91238937.4
177427413.1904,109999996.2,91238937.4
177427415.1904,109999996.2,91238937.4
177427417.1904,109999996.2,91238937.5
177427419.1904,109999996.2,91238937.5
177427421.1904,109999996.2,91238937.5
177427423.1904,109999996.2,91238937.5
177427425.1904,109999996.2,91238937.5
177427427.1904,109999996.2,91238937.5
177427429.1904,109999996.2,91238937.5
177427431.1904,109999996.2,91238937.5
177427433.1904,109999996.2,91238937.5
177427435.1904,109999996.2,91238937.5
177427437.1904,109999996.2,91238937.5
177427439.1904,109999996.2,91238937.5
177427441.1904,109999996.2,91238937.5
177427443.1904,109999996.2,91238937.5
177427445.1904,109999996.2,91238937.5
177427447.1904,109999996.2,91238937.6
177427449.1904,109999996.2,91238937.6
177427451.1904,109999996.2,91238937.6
177427453.1904,109999996.2,91238937.6
177427455.1904,109999996.2,91238937.6
177427457.1904,109999996.2,91238937.6
177427459.1904,109999996.2,91238937.6
177427461.1904,109999996.2,91238937.6
177427463.1904,109999996.2,91238937.6
177427465.1904,109999996.2,91238937.6
177427467.1904,109999996.2,91238937.6
177427469.1904,109999996.2,91238937.6
177427471.1904,109999996.2,91238937.6
177427473.1904,109999996.2,91238937.6
177427475.1904,109999996.2,91238937.6
177427477.1904,109999996.2,91238937.6
177427479.1904,109999996.2,91238937.6
177427481.1904,109999996.2,91238937.6
177427483.1904,109999996.2,91238937.6
177427485.1904,109999996.2,91238937.69999999
177427487.1904,109999996.2,91238937.69999999
177427489.1904,109999996.2,91238937.69999999
177427491.1904,109999996.2,91238937.69999999
177427493.1904,109999996.2,91238937.69999999
177427495.1904,109999996.2,91238937.69999999
177427497.1904,109999996.2,91238937.69999999
177427499.1904,109999996.2,91238937.69999999
177427501.1904,109999996.2,91238937.69999999
177427503.1904,109999996.2,91238937.69999999
177427505.1904,109999996.2,91238937.69999999
177427507.1904,109999996.2,91238937.69999999
177427509.1904,109999996.2,91238937.69999999
177427511.1904,109999996.2,91238937.69999999
177427513.1904,109999996.2,91238937.69999999
177427515.1904,109999996.2,91238937.69999999
177427517.1904,109999996.2,91238937.69999999
177427519.1904,109999996.2,91238937.69999999
177427521.1904,109999996.2,91238937.69999999
177427523.1904,109999996.2,91238937.69999999
177427525.1904,109999996.3,91238937.69999999
177427527.1904,109999996.3,91238937.79999998
177427529.1904,109999996.3,91238937.79999998
177427531.1904,109999996.3,91238937.79999998
177427533.1904,109999996.3,91238937.79999998
177427535.1904,109999996.3,91238937.79999998
177427537.1904,109999996.3,91238937.79999998
177427539.1904,109999996.3,91238937.79999998
177427541.1904,109999996.3,91238937.79999998
177427543.1904,109999996.3,91238937.79999998
177427545.1904,109999996.3,91238937.79999998
177427547.1904,109999996.3,91238937.79999998
177427549.1904,109999996.3,91238937.79999998
177427551.1904,109999996.3,91238937.79999998
177427553.1904,109999996.3,91238937.79999998
177427555.1904,109999996.2,91238937.79999998
177427557.1904,109999996.2,91238937.79999998
177427559.1904,109999996.2,91238937.79999998
177427561.1904,109999996.10000001,91238937.79999998
177427563.1904,109999996.10000001,91238937.79999998
177427565.1904,109999996.10000001,91238937.79999998
177427567.1904,109999996.10000001,91238937.79999998
177427569.1904,109999996.2,91238937.69999999
177427571.1904,109999996.2,91238937.69999999
177427573.1904,109999996.2,91238937.69999999
177427575.1904,109999996.2,91238937.69999999
177427577.1904,109999996.2,91238937.69999999
177427579.1904,109999996.2,91238937.69999999
177427581.1904,109999996.2,91238937.69999999
177427583.1904,109999996.2,91238937.69999999
177427585.1904,109999996.2,91238937.69999999
177427587.1904,109999996.2,91238937.69999999
177427589.1904,109999996.2,91238937.69999999
177427591.1904,109999996.2,91238937.69999999
177427593.1904,109999996.2,91238937.69999999
177427595.1904,109999996.2,91238937.69999999
177427597.1904,109999996.2,91238937.69999999
177427599.1904,109999996.2,91238937.69999999
177427601.1904,109999996.2,91238937.69999999
177427603.1904,109999996.2,91238937.69999999
177427605.1904,109999996.2,91238937.69999999
177427607.1904,109999996.2,91238937.69999999
177427609.1904,109999996.2,91238937.69999999
177427611.1904,109999996.2,91238937.69999999
177427613.1904,109999996.2,91238937.69999999
177427615.1904,109999996.2,91238937.69999999
177427617.1904,109999996.2,91238937.69999999
177427619.1904,109999996.2,91238937.69999999
177427621.1904,109999996.2,91238937.69999999
177427623.1904,109999996.2,91238937.69999999
177427625.1904,109999996.2,91238937.69999999
177427627.1904,109999996.2,91238937.69999999
177427629.1904,109999996.2,91238937.69999999
177427631.1904,109999996.2,91238937.69999999
177427633.1904,109999996.2,91238937.69999999
177427635.1904,109999996.2,91238937.69999999
177427637.1904,109999996.10000001,91238937.79999998
177427639.1904,109999996.10000001,91238937.79999998
177427641.1904,109999996.10000001,91238937.79999998
177427643.1904,109999996.10000001,91238937.79999998
177427645.1904,109999996.10000001,91238937.79999998
177427647.1904,109999996.10000001,91238937.79999998
177427649.1904,109999996.10000001,91238937.79999998
177427651.1904,109999996.10000001,91238937.79999998
177427653.1904,109999996.2,91238937.79999998
177427655.1904,109999996.2,91238937.79999998
177427657.1904,109999996.2,91238937.79999998
177427659.1904,109999996.2,91238937.79999998
177427661.1904,109999996.2,91238937.79999998
177427663.1904,109999996.2,91238937.79999998
177427665.1904,109999996.2,91238937.79999998
177427667.1904,109999996.2,91238937.79999998
177427669.1904,109999996.2,91238937.79999998
177427671.1904,109999996.2,91238937.79999998
177427673.1904,109999996.10000001,91238937.79999998
177427675.1904,109999996.10000001,91238937.79999998
177427677.1904,109999996.10000001,91238937.79999998
177427679.1904,109999996.10000001,91238937.79999998
177427681.1904,109999996.10000001,91238937.89999998
177427683.1904,109999996.10000001,91238937.89999998
177427685.1904,109999996.10000001,91238937.99999997
177427687.1904,109999996.10000001,91238938.09999996
177427689.1904,109999996.10000001,91238938.09999996
177427691.1904,109999996.10000001,91238938.19999996
177427693.1904,109999996.00000001,91238938.19999996
177427695.1904,109999996.00000001,91238938.19999996
177427697.1904,109999996.00000001,91238938.19999996
177427699.1904,109999996.00000001,91238938.19999996
177427701.1904,109999996.00000001,91238938.19999996
177427703.1904,109999996.00000001,91238938.19999996
177427705.1904,109999995.90000002,91238938.19999996
177427707.1904,109999995.80000003,91238938.19999996
177427709.1904,109999995.80000003,91238938.19999996
177427711.1904,109999995.80000003,91238938.19999996
177427713.1904,109999995.80000003,91238938.19999996
177427715.1904,109999995.80000003,91238938.19999996
177427717.1904,109999995.80000003,91238938.19999996
177427719.1904,109999995.80000003,91238938.19999996
177427721.1904,109999995.80000003,91238938.19999996
177427723.1904,109999995.80000003,91238938.19999996
177427725.1904,109999995.80000003,91238938.19999996
177427727.1904,109999995.80000003,91238938.19999996
177427729.1904,109999995.80000003,91238938.19999996
177427731.1904,109999995.80000003,91238938.19999996
177427733.1904,109999995.80000003,91238938.19999996
177427735.1904,109999995.80000003,91238938.19999996
177427737.1904,109999995.80000003,91238938.19999996
177427739.1904,109999995.80000003,91238938.19999996
177427741.1904,109999995.70000003,91238938.19999996
177427743.1904,109999995.70000003,91238938.19999996
177427745.1904,109999995.70000003,91238938.19999996
177427747.1904,109999995.70000003,91238938.19999996
177427749.1904,109999995.70000003,91238938.19999996
177427751.1904,109999995.70000003,91238938.09999996
177427753.1904,109999995.60000004,91238938.09999996
177427755.1904,109999995.50000004,91238938.09999996
177427757.1904,109999995.50000004,91238938.09999996
177427759.1904,109999995.50000004,91238938.09999996
177427761.1904,109999995.50000004,91238938.09999996
177427763.1904,109999995.50000004,91238938.09999996
177427765.1904,109999995.50000004,91238938.09999996
177427767.1904,109999995.50000004,91238938.09999996
177427769.1904,109999995.50000004,91238938.09999996
177427771.1904,109999995.60000004,91238938.09999996
177427773.1904,109999995.60000004,91238938.09999996
177427775.1904,109999995.50000004,91238938.09999996
177427777.1904,109999995.50000004,91238938.09999996
177427779.1904,109999995.50000004,91238938.09999996
177427781.1904,109999995.50000004,91238938.09999996
177427783.1904,109999995.50000004,91238938.09999996
177427785.1904,109999995.50000004,91238938.09999996
177427787.1904,109999995.50000004,91238938.09999996
177427789.1904,109999995.50000004,91238938.19999996
177427791.1904,109999995.50000004,91238938.19999996
177427793.1904,109999995.50000004,91238938.19999996
177427795.1904,109999995.50000004,91238938.19999996
177427797.1904,109999995.50000004,91238938.19999996
177427799.1904,109999995.50000004,91238938.19999996
177427801.1904,109999995.50000004,91238938.19999996
177427805.1904,109999995.50000004,91238938.19999996
